Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Chris Sale","ATL",10.201499938964844,6.755099773406982,15.264800071716309,3.2035999504444463,23.969999313354492,23.969999313354492,0,0,,145.82749938964844,596.18701171875,120.30457305908203,56.490333557128906,51.90810775756836,15.546832084655762,40.19654083251953,0.40600335597991943,8.010964393615723,173.0129852294922,10.677799959422204,2.4808000480487973,4.304175972513595,0.9595000212410841,0.29019918553863217,0.06742270469233598,0.2227764808462962,0.21954210264011653,1.100623096215519,0.2914635567513657,0.7497053286223858,0.4120000017403896,,3.1399732818994965,,,39.36000061035156,,,,,,,776.509025669098,5.324846335013124,728.4321346282959,4.995163036307291,4.72,4.2,3.86,3.59,3.36,3.14,2.92,2.69,2.39,4.02,3.82,3.68,3.56,3.45,3.35,3.25,3.13,2.97,"Chris Sale","10603",519242
"Zack Wheeler","PHI",9.937899589538574,6.996799945831299,15.083399772644043,3.149400234921878,24.139999389648438,24.139999389648438,0,0,,144.19479370117188,588.791015625,120.67860412597656,55.103240966796875,50.45856857299805,14.977033615112305,38.41669845581055,0.4451259970664978,6.951266765594482,164.57913208007812,10.27230006507971,2.397800067725226,4.2840519538499136,0.9348000650797094,0.27952045413834625,0.06524674703983269,0.21427370709851357,0.22207119119505467,1.1033359700315875,0.2904951644488652,0.7528703198290553,0.41899999630704715,,3.146558842267761,,,110.48999786376953,,,,,,,762.1139576911926,5.285308422928163,719.3269000053406,4.988577475939026,4.66,4.15,3.81,3.55,3.32,3.1,2.89,2.66,2.37,3.94,3.75,3.62,3.51,3.42,3.32,3.22,3.11,2.96,"Zack Wheeler","10310",554430
"Justin Martinez","ARI",0.9783999919891357,0.7303000092506409,0,2.959699982172776,17.407400131225586,0,0,0.5963000059127808,,17.407400131225586,73.572998046875,12.9628267288208,6.364725589752197,5.724520206451416,1.2278019189834595,9.333074569702148,0.5974127650260925,0.847855269908905,22.791702270507812,11.78379992923896,4.825400145576213,2.442035805060023,0.6347999809017507,0.3097835194372086,0.12685461809991538,0.18292890133729323,0.20448657214398033,1.2808289078464001,0.29805081539876804,0.7742232719978529,0.4999999935188566,,3.1880339317309776,,,999,,,,,,,97.43526291847229,5.597347230715507,88.50139075517654,5.084124572768439,6.16,4.61,3.74,3.13,2.65,2.24,1.88,1.52,1.14,3.97,3.71,3.53,3.38,3.25,3.12,2.99,2.85,2.66,"Justin Martinez","24453",679885
"Garrett Whitlock","BOS",3.3259999752044678,2.6972999572753906,0,3.2137997934923224,61.358001708984375,0,2.8340001106262207,12.56719970703125,,61.358001708984375,253.54600524902344,51.33292007446289,23.899621963500977,21.910259246826172,6.035582065582275,20.203824996948242,1.4003345966339111,2.5871834754943848,71.13914489746094,10.434699407484112,2.9634997866286277,3.5210731090873337,0.8852999947403211,0.2805768713555188,0.0796850456275373,0.20089182572798148,0.22245637490642906,1.1658910505381783,0.29494243019546906,0.7551028869576747,0.4289999985255522,,3.209410289784129,,,624.97998046875,,,,,,,384.69002480506896,6.269598326060552,366.6715054512024,5.975936230620632,5.33,4.5,3.99,3.6,3.27,2.96,2.67,2.37,2,4.16,3.91,3.74,3.6,3.48,3.36,3.23,3.09,2.91,"Garrett Whitlock","20191",676477
"Tyler Glasnow","LAD",9.048999786376953,5.724999904632568,12.398300170898438,3.3585998330590057,21.299999237060547,21.299999237060547,0,0,,124.64530181884766,516.1300048828125,103.13309478759766,50.82758331298828,46.514854431152344,12.277562141418457,45.79606628417969,0.2482585310935974,3.5845229625701904,148.35421752929688,10.71189959252662,3.3066998157430243,3.2394532886014717,0.8864999936648849,0.2874357548017011,0.08872971121796669,0.1987060435837344,0.22096030832101432,1.194823702928029,0.29679940641010344,0.7446572815436472,0.4509999979157487,,3.223720808428032,,,113.73999786376953,,,,,,,651.7818399906159,5.229092717332245,612.1848685741425,4.911415509778755,5.04,4.46,4.09,3.8,3.54,3.3,3.06,2.81,2.49,4.25,4.03,3.88,3.76,3.65,3.54,3.43,3.3,3.14,"Tyler Glasnow","14374",607192
"Emmanuel Clase","CLE",0.05299999937415123,0.04520000144839287,0,3.232800006866455,1,0,0,0,,1,4.1479997634887695,0.9106519818305969,0.39693334698677063,0.35920000076293945,0.08405555784702301,0.2932555675506592,0.02860875613987446,0.04000331088900566,0.9970555305480957,8.973499774932861,2.6393001079559326,3.3999543090545306,0.7565000206232071,0.2403701994692255,0.07069806756787515,0.16967213190135033,0.23871922347325425,1.203907549381256,0.30238052899311507,0.7429129875408828,0.5059999951143732,,3.2335241444408895,,,999,,,,,,,4.992755911499263,4.992755911499263,4.901612173765898,4.901612173765898,,,,,,,,,,,,,,,,,,,"Emmanuel Clase","21032",661403
"Will Vest","DET",3.1868999004364014,2.623199939727783,0,3.1749999436031286,59.18519973754883,0,3.3929998874664307,10.607199668884277,,59.18519973754883,246.0919952392578,51.706390380859375,23.054607391357422,20.879222869873047,4.99457311630249,20.202539443969727,1.387712836265564,2.209660053253174,63.14863586425781,9.602700088849243,3.0721000486946703,3.125777135067399,0.7594999805027959,0.2566058103712917,0.08209344405667575,0.17451236631461597,0.23116254290794883,1.2149816194538914,0.30032687637791916,0.7525714073671788,0.49099999782984566,,3.234295859800125,,,485.7300109863281,,,,,,,360.5550850868225,6.091980540501171,349.45101952552795,5.904364960752612,5.34,4.51,3.99,3.59,3.25,2.95,2.66,2.35,1.98,4.14,3.9,3.73,3.6,3.48,3.36,3.24,3.1,2.92,"Will Vest","19769",676684
"Shohei Ohtani","LAD",7.9918999671936035,5.085000038146973,9.85569953918457,3.227000051492422,19.8799991607666,19.8799991607666,0,0,,104.01210021972656,427.6809997558594,85.76287078857422,40.70340347290039,37.29411697387695,10.866952896118164,33.21221923828125,0.3784976899623871,4.258419513702393,121.68260192871094,10.529000135992806,2.8737999955109172,3.6637901567401574,0.9402999829678912,0.2845172032383322,0.07765652263542304,0.20686068060290913,0.21978624700773228,1.1438581643435664,0.29067640904768194,0.7543433277303923,0.422000005565763,,3.234327662543362,,,1.2699999809265137,,,,,,,543.9958445549012,5.230120759081921,509.7434010505676,4.900808655663425,4.98,4.35,3.95,3.63,3.36,3.11,2.86,2.6,2.27,4.14,3.91,3.75,3.61,3.49,3.38,3.26,3.12,2.95,"Shohei Ohtani","19755",660271
"Cole Ragans","KCR",10.186300277709961,7.257299900054932,14.785499572753906,3.168099972511775,25.3799991607666,25.3799991607666,0,0,,145.32589721679688,601.5139770507812,113.60193634033203,55.785770416259766,51.15633010864258,15.03800106048584,57.36820602416992,0.4535415470600128,4.833766460418701,182.2338409423828,11.28570062109949,3.5528000453167223,3.176565097148157,0.9313000100902156,0.30295861425510684,0.09537302242824984,0.20758559182685699,0.21064232833406005,1.1764602568353597,0.28816480070991213,0.76832125357052,0.400999989307681,,3.2564653427853343,,,48.15999984741211,,,,,,,772.9409563064573,5.318673210414697,708.9972367286682,4.878670975421453,4.7,4.17,3.83,3.56,3.33,3.11,2.89,2.66,2.36,4.01,3.8,3.66,3.53,3.43,3.32,3.21,3.09,2.92,"Cole Ragans","21846",666142
"Louis Varland","TOR",3.1867001056671143,2.5785000324249268,0,3.2388999225607713,58.72840118408203,0,5.374000072479248,12.340900421142578,,58.72840118408203,242.07899475097656,52.0469856262207,23.18401527404785,21.135046005249023,5.964848041534424,16.49289321899414,2.083331823348999,2.260291576385498,62.70692443847656,9.609700052574494,2.527500084766141,3.802057262230968,0.9141000144979331,0.25903496708990525,0.06813021194160261,0.19090475514830263,0.23305405513392752,1.1670652948712004,0.29796918552456747,0.7535562072000601,0.4689999963283702,,3.277975726057158,,,999,,,,,,,371.2882717609405,6.322124632631339,361.4868779182434,6.155231040347514,5.39,4.56,4.04,3.64,3.3,3,2.7,2.39,2.02,4.14,3.92,3.76,3.64,3.53,3.42,3.3,3.17,3,"Louis Varland","27691",686973
"Devin Williams","NYM",3.05430006980896,2.413800001144409,0,3.213699797519461,55.70370101928711,0,28.200000762939453,2.7639000415802,,55.70370101928711,233.46099853515625,42.69768142700195,21.730012893676758,19.890552520751953,5.009000301361084,25.660219192504883,1.3454357385635376,2.5195112228393555,70.77588653564453,11.435200303840652,4.145899976243617,2.7581949321897268,0.809299954712896,0.3031593584355658,0.10991223096581068,0.19324712746975511,0.20799599407229663,1.227169817600419,0.29104041944873177,0.7600889974559664,0.42800001307181,,3.280627945228691,,,59.470001220703125,,,,,,,448.65089793205266,8.05423858240065,422.46968698501587,7.5842301185470244,5.4,4.53,3.99,3.59,3.24,2.93,2.63,2.32,1.94,4.18,3.92,3.74,3.6,3.47,3.35,3.22,3.08,2.89,"Devin Williams","15816",642207
"Yoshinobu Yamamoto","LAD",9.852800369262695,6.0970001220703125,13.895400047302246,3.309499936367565,22.719999313354492,22.719999313354492,0,0,,136.3238983154297,564.9559936523438,121.8892593383789,55.25358963012695,50.12932586669922,12.697813987731934,41.855979919433594,0.3101608455181122,4.797041416168213,142.2130889892578,9.388799885562355,2.763299934419976,3.397676730135011,0.8383000141703892,0.25172418840956895,0.07408715083955805,0.1776370375700109,0.23516990225533713,1.2011484507209045,0.30047833886148684,0.7432548701961483,0.4919999904928989,,3.286279794320783,,,26.639999389648438,,,,,,,680.1687751770021,4.989358311946233,661.0150237083435,4.848856523886004,4.93,4.39,4.04,3.77,3.52,3.3,3.07,2.82,2.52,4.17,3.97,3.84,3.73,3.63,3.53,3.42,3.31,3.16,"Yoshinobu Yamamoto","33825",808967
"David Bednar","NYY",3.160900115966797,2.4779000282287598,0,3.275199959093428,57.444400787353516,0,28.884000778198242,1.3630000352859497,,57.444400787353516,238.85400390625,46.12748336791992,22.7186222076416,20.90465545654297,5.6729536056518555,22.45693016052246,1.8795421123504639,2.1415648460388184,68.78775787353516,10.777200429917446,3.5183998557644895,3.063097109971811,0.8887999831326797,0.2879908092331343,0.094019483840584,0.1939713253925503,0.21529193627182827,1.1939268682134354,0.2893850880629065,0.7563335756839473,0.40100001049283707,,3.308667001954161,,,64.05999755859375,,,,,,,449.0318144798279,7.816807353288348,427.12564182281494,7.435461698067662,5.43,4.58,4.04,3.64,3.3,2.99,2.69,2.37,2,4.2,3.95,3.78,3.65,3.52,3.4,3.28,3.14,2.95,"David Bednar","19569",670280
"Ryan Helsley","BAL",3.079200029373169,2.388700008392334,0,3.2093999195063327,55.70370101928711,0,22.87700080871582,3.0980000495910645,,55.70370101928711,232.29200744628906,44.00075149536133,21.66440773010254,19.86393928527832,5.333319664001465,23.67593002319336,1.72267746925354,1.7974754571914673,67.9993667602539,10.986600345107867,3.825300048464666,2.872088517479167,0.8616999606434316,0.29273227050645223,0.10192313667385972,0.19080913383259251,0.2127504541521619,1.2149404847466418,0.2896742452149962,0.7641961105169697,0.4120000088678753,,3.310252843216287,,,85.58999633789062,,,,,,,418.5611231088638,7.514063077495322,395.5408707857132,7.1008005491189765,5.39,4.52,3.99,3.58,3.23,2.92,2.62,2.31,1.94,4.15,3.9,3.73,3.59,3.47,3.35,3.22,3.08,2.89,"Ryan Helsley","18138",664854
"Andrés Muñoz","SEA",2.987499952316284,2.441999912261963,0,3.2052000721714005,55.30860137939453,0,24.33799934387207,2.9618000984191895,,55.30860137939453,233.17300415039062,43.967098236083984,21.67667007446289,19.697237014770508,4.597988128662109,25.858613967895508,1.8665498495101929,2.698044776916504,67.49800109863281,10.983499758394098,4.207799870306669,2.6102714237675015,0.7481999567137128,0.28947605381924196,0.11089883265910733,0.17857722116013464,0.21487578692178752,1.262474741044408,0.2970797184883612,0.7595860484996545,0.4730000144131108,,3.3240367685745347,,,41.189998626708984,,,,,,,421.2771638870239,7.616847169886538,399.63238430023193,7.225501537435672,5.44,4.57,4.03,3.62,3.27,2.96,2.66,2.34,1.97,4.19,3.94,3.77,3.63,3.51,3.39,3.26,3.12,2.93,"Andres Munoz","20373",662253
"Chris Martin","TEX",2.1682000160217285,1.8476999998092651,0,3.372300179351598,40.90739822387695,0,0,3.634000062942505,,40.90739822387695,168.41299438476562,37.48536682128906,16.737489700317383,15.3280029296875,4.303913116455078,9.886863708496094,1.2071844339370728,1.5921765565872192,41.170570373535156,9.057900268649727,2.175200018575801,4.164168900007794,0.9469000652670845,0.24446195808070842,0.058706062110076965,0.18575589597063147,0.23886078083970058,1.158035773151048,0.29769972454897575,0.7409225446758282,0.4530000119143459,,3.3318452489008648,,,638.3599853515625,,,,,,,214.75468199253083,5.249776111822779,211.02614080905914,5.158630222683944,5.89,4.85,4.21,3.73,3.34,2.98,2.65,2.3,1.89,4.38,4.11,3.93,3.78,3.65,3.52,3.38,3.23,3.04,"Chris Martin","11847",455119
"José Alvarado","PHI",2.965399980545044,2.3694000244140625,0,3.1915998913128854,54.345699310302734,0,1.8799999952316284,13.298100471496582,,54.345699310302734,228.1510009765625,44.74953842163086,21.225618362426758,19.272192001342773,4.751021862030029,23.301624298095703,1.7264186143875122,2.114047050476074,63.5603141784668,10.525999938651164,3.8588999929034697,2.7277203239287138,0.7868000099533924,0.27858880261935043,0.10213246577204117,0.17645633684730927,0.2207288611400097,1.2521903956220797,0.2975548895113475,0.7626343429513698,0.4749999987459959,,3.335514085599095,,,746.0700073242188,,,,,,,340.8378222703935,6.271661356757594,323.431228518486,5.951367497762066,5.43,4.55,4.01,3.59,3.24,2.93,2.62,2.31,1.93,4.19,3.93,3.75,3.61,3.48,3.36,3.23,3.08,2.89,"Jose Alvarado","17780",621237
"Josh Hader","HOU",2.3615000247955322,1.8801000118255615,0,3.2568000822090792,43.20989990234375,0,21.52899932861328,2.9923999309539795,,43.20989990234375,179.14500427246094,31.640588760375977,16.773122787475586,15.636222839355469,5.019070148468018,18.32147789001465,0.9643375277519226,1.769952654838562,58.1816520690918,12.118400408361596,3.816100046119011,3.1755981923707837,1.045400045783536,0.32477406950519006,0.10227177679010006,0.22250229271508998,0.1989303856483167,1.1562643459787472,0.2777331940836139,0.7729977654048794,0.31299999295171627,,3.347099304632578,,,124.38999938964844,,,,,,,351.4567745447159,8.133709528117944,326.5051964521408,7.556259033000695,5.59,4.6,3.99,3.54,3.16,2.83,2.51,2.18,1.79,4.15,3.9,3.73,3.58,3.46,3.33,3.21,3.06,2.88,"Josh Hader","14212",623352
"Jacob deGrom","TEX",9.81470012664795,7.892899990081787,14.71969985961914,3.431100149180731,25.3799991607666,25.3799991607666,0,0,,149.43679809570312,610.1950073242188,126.23103332519531,61.42682647705078,56.97029113769531,18.72110939025879,39.8564567565918,0.46374818682670593,4.623447418212891,172.37701416015625,10.38160043049005,2.4004001382551063,4.324945772597989,1.127499964261974,0.282494959957229,0.06531757270739945,0.21717738724982955,0.22313534254689282,1.111422970769358,0.28698625473415085,0.7482285333751622,0.37400001067773897,,3.349675887349146,,,50.0099983215332,,,,,,,758.6762895584106,5.076904077351384,715.1238842010498,4.785460430857641,5,4.46,4.11,3.83,3.59,3.36,3.13,2.89,2.58,4.32,4.09,3.93,3.8,3.68,3.57,3.45,3.31,3.13,"Jacob deGrom","10954",594798
"Hunter Harvey","CHC",2.2481000423431396,1.8823000192642212,0,3.4094000230110724,42.074100494384766,0,0,3.966399908065796,,42.074100494384766,174.50900268554688,36.053558349609375,17.32237434387207,15.938604354858398,4.329424858093262,13.676887512207031,1.0679950714111328,1.7777231931686401,46.79060745239258,10.008900062586852,2.9255999810689053,3.4211444241703797,0.9260999822928984,0.2681271838834929,0.07837353547227495,0.18975364841121795,0.22667439673155368,1.1819728830198868,0.29392061609113534,0.742125654343287,0.4250000131157609,,3.3505928641587106,,,748.530029296875,,,,,,,227.44014861583707,5.405704363096042,217.17096173763275,5.1616305324606175,5.91,4.87,4.24,3.76,3.37,3.01,2.68,2.33,1.92,4.43,4.15,3.96,3.81,3.67,3.53,3.39,3.24,3.04,"Hunter Harvey","15507",640451
"Jeff Hoffman","TOR",2.9895999431610107,2.4314000606536865,0,3.3005000011052648,55.222198486328125,0,19.10700035095215,5.012499809265137,,55.222198486328125,230.28399658203125,43.424652099609375,21.912782669067383,20.25120735168457,5.850485324859619,22.245342254638672,2.262540340423584,2.644120931625366,69.09278869628906,11.26060018093186,3.6254999941973596,3.1059440625995136,0.9535000301875469,0.3000329580943198,0.09659960129584813,0.20343335679847166,0.21142068088022578,1.1891955799352425,0.28803222716959404,0.7612688453529826,0.37999999006088864,,3.3622030003218333,,,99.63999938964844,,,,,,,402.8813926696777,7.2956420373126365,379.1568720340729,6.866022766694888,5.47,4.59,4.05,3.64,3.29,2.98,2.68,2.36,1.98,4.2,3.95,3.79,3.65,3.53,3.41,3.29,3.15,2.97,"Jeff Hoffman","17432",656546
"Anderson Severino","NYM",0.05480000004172325,0.043299999088048935,0,3.2099001109600067,1,0,0,0,,1,4.204999923706055,0.799286425113678,0.3902444541454315,0.3566555678844452,0.09362222254276276,0.44216665625572205,0.027311474084854126,0.047512296587228775,1.2276889085769653,11.049200177192688,3.9794999063014984,2.7765298246888737,0.8426000028848648,0.2919593176817345,0.10515259554773565,0.18680672213399885,0.21513253669924412,1.2414530813694,0.2947624486984391,0.7665908222284801,0.43399999722175736,,3.365884252637625,,,999,,,,,,,5.156642916053533,5.156642916053533,4.769252065569162,4.769252065569162,,,,,,,,,,,,,,,,,,,"Anderson Severino","20582",644429
