Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Chris Sale","ATL",11.922599792480469,7.623899936676025,17.845399856567383,3.155300090909066,27.540000915527344,27.540000915527344,0,0,,168.53489685058594,684.822998046875,138.3479461669922,64.30729675292969,59.086463928222656,18.267311096191406,43.66926574707031,0.5225199460983276,8.598637580871582,202.2699737548828,10.801500447754991,2.3320000727924404,4.631861110887872,0.9755000473965703,0.2953609536066395,0.06376723017716357,0.23159372342947593,0.21871287943458131,1.0799971715972227,0.2914452535663754,0.752414188769146,0.41300000684037796,,3.0742516381363525,,,39,,,,,,,910.5018877029419,5.402453169744094,852.9356775283813,5.060884680070435,4.61,4.12,3.8,3.55,3.32,3.12,2.91,2.68,2.4,3.99,3.78,3.63,3.52,3.41,3.3,3.2,3.07,2.91,"Chris Sale","10603",519242
"Zack Wheeler","PHI",10.862899780273438,7.3256001472473145,16.239200592041016,3.134100163057056,25.920000076293945,25.920000076293945,0,0,,154.8271942138672,628.6119995117188,129.6323699951172,58.81025314331055,53.915992736816406,16.72477912902832,38.152862548828125,0.490945965051651,6.865071773529053,178.05816650390625,10.350400694606305,2.217800074999347,4.666967420230317,0.9722000900780594,0.28325607312971257,0.0606938184101859,0.22256225471952668,0.22212763584745288,1.083693555230219,0.2903918771533563,0.7548283608944155,0.41600000349542426,,3.1116236440809213,,,113.58999633789062,,,,,,,824.0248219490052,5.3222227925331795,777.7763724327087,5.0235126741258656,4.61,4.11,3.79,3.53,3.31,3.1,2.89,2.66,2.37,3.92,3.73,3.6,3.5,3.4,3.3,3.2,3.09,2.94,"Zack Wheeler","10310",554430
"Cristopher Sánchez","PHI",13.636300086975098,9.21969985961914,21.26810073852539,3.1068000094300867,32,32,0,0,,198.05499267578125,813.0330200195312,183.843017578125,76.29298400878906,68.36858367919922,16.66522789001465,48.87337112426758,0.4959501326084137,6.682318210601807,192.56446838378906,8.750500010323789,2.220900034761889,3.9400692842359124,0.7573000255321142,0.23684704512882288,0.06011240616413526,0.1767346389646876,0.2427043161964393,1.1750089485668886,0.30493116466933423,0.7470609291785442,0.5459999938817179,,3.1259777195354124,,,25.59000015258789,,,,,,,1001.0946658134461,5.054629788870063,992.0888695716858,5.009158598671375,4.55,4.11,3.81,3.58,3.37,3.18,2.99,2.77,2.5,3.97,3.78,3.65,3.54,3.45,3.35,3.25,3.14,2.99,"Cristopher Sanchez","20778",650911
"Justin Martinez","ARI",1.2532999515533447,0.9016000032424927,0,2.956100008704446,22,0,0,0.6567999720573425,,22,92.28199768066406,16.624603271484375,8.022421836853027,7.226022243499756,1.648777723312378,10.848689079284668,0.708910346031189,1.0228537321090698,28.491710662841797,11.6556998166171,4.438100077889183,2.6262814294536367,0.6744999777187001,0.3087461409476151,0.11756018889866104,0.19118595204895406,0.2067467880701871,1.2487860159440474,0.29790800742232104,0.7729333510501099,0.4979999936340416,,3.1381052960049023,,,999,,,,,,,123.29205827713014,5.604184467142279,112.56188237667084,5.116449198939583,5.93,4.55,3.75,3.19,2.74,2.35,1.99,1.65,1.26,3.96,3.7,3.52,3.37,3.24,3.12,2.99,2.84,2.65,"Justin Martinez","24453",679885
"Cole Ragans","KCR",12.176799774169922,8.158300399780273,18.01110076904297,3.104900079638951,29.15999984741211,29.15999984741211,0,0,,172.01809692382812,705.281005859375,134.2925567626953,64.66351318359375,59.34433364868164,18.41549301147461,61.032020568847656,0.5931413173675537,5.588646411895752,217.0447998046875,11.355800541771952,3.1931999885038893,3.556244702071569,0.9635000041691142,0.30774230129765295,0.08653574966829143,0.22120655162936154,0.21027226616026914,1.1354885376858648,0.28739347845527624,0.7706667402623253,0.3980000041539294,,3.165213447151634,,,46.97999954223633,,,,,,,931.4903042793273,5.415071558963959,854.9166741371155,4.969922871055153,4.55,4.06,3.74,3.49,3.27,3.07,2.86,2.64,2.36,3.95,3.74,3.59,3.47,3.36,3.25,3.14,3.01,2.85,"Cole Ragans","21846",666142
"Emmanuel Clase","CLE",0.05260000005364418,0.04529999941587448,0,3.248699873685837,1,0,0,0,,1,4.13100004196167,0.9184452295303345,0.3983444571495056,0.36096665263175964,0.08844444155693054,0.2699555456638336,0.027082836255431175,0.03830263018608093,0.9899444580078125,8.909500122070312,2.4295999109745026,3.6670647219841017,0.7959999740123749,0.23963796851905184,0.06534871530421021,0.17428925321484162,0.24025823916395309,1.188400775194168,0.30243951783568274,0.7421305950970111,0.5040000111966118,,3.229799669981003,,,999,,,,,,,4.979290160536767,4.979290160536767,4.905336648225784,4.905336648225784,,,,,,,,,,,,,,,,,,,"Emmanuel Clase","21032",661403
"Shohei Ohtani","LAD",9.04010009765625,5.790299892425537,10.885299682617188,3.2567999415823623,22.68000030517578,22.68000030517578,0,0,,116.91390228271484,478.76300048828125,97.31336975097656,46.05887985229492,42.30724334716797,12.976143836975098,34.44803237915039,0.4620063006877899,4.5271830558776855,137.21664428710938,10.562899488186579,2.6518000456665134,3.9832941044888095,0.9988999789808746,0.2866066177778248,0.07195216076433955,0.21465445701348526,0.22127347111105655,1.1269951610331908,0.2912247338811219,0.754458141619861,0.4169999937691649,,3.230781296205225,,,1.2200000286102295,,,,,,,610.0491886138918,5.217935392650773,573.3872838020325,4.904355022001562,4.95,4.35,3.96,3.66,3.4,3.15,2.91,2.65,2.33,4.18,3.94,3.77,3.64,3.51,3.39,3.27,3.13,2.95,"Shohei Ohtani","19755",660271
"Bryan Abreu","HOU",3.762500047683716,2.898699998855591,0,3.2031000642215504,68,0,5.3520002365112305,12.538599967956543,,68,282.3919982910156,52.33570861816406,26.271421432495117,24.201200485229492,6.754666805267334,27.553600311279297,1.155548095703125,3.3130228519439697,86.8450698852539,11.494200425989488,3.6468000411987305,3.1518592454033367,0.894000018344206,0.30753374886974233,0.09757217087604682,0.20996157799369553,0.20807327527719177,1.174842778374167,0.28862344495762005,0.7612633066192237,0.39400000829422965,,3.233965703319101,,,191.74000549316406,,,,,,,442.04942722320556,6.500726870929493,410.194002866745,6.032264748040368,5.21,4.43,3.94,3.57,3.25,2.96,2.68,2.38,2.03,4.11,3.87,3.7,3.57,3.44,3.33,3.21,3.07,2.89,"Bryan Abreu","16609",650556
"Grant Taylor","CHW",5.177999973297119,4.556600093841553,1.5392999649047852,3.2660961089103435,80.23999786376953,3.240000009536743,4.855000019073486,14.913700103759766,,94.7428970336914,393.6310119628906,78.5699691772461,37.66518783569336,34.38215637207031,8.94389533996582,35.886714935302734,2.040424108505249,3.1793575286865234,110.53952026367188,10.500583299867507,3.4090200377012954,3.0802351361208364,0.8496157556916127,0.2808201511167848,0.09116841367845767,0.18965173743832714,0.22159542702752072,1.2080766758889274,0.29617841795300304,0.7533361704023639,0.45900002097143,,3.265909354203077,,,486.2900085449219,,,,,,,574.6162291526795,6.065005896413965,545.2544693946838,5.755096017391009,5.56137,4.63346,4.05982,3.63427,3.27745,2.95187,2.65004,2.33382,1.9576,4.33671,4.04109,3.83922,3.67547,3.5336,3.39173,3.24798,3.08611,2.88049,"Grant Taylor","33927",691799
"Garrett Whitlock","BOS",3.8018999099731445,3.0553998947143555,0,3.2845999308994838,70,0,3.257999897003174,14.242899894714355,,70,288.3030090332031,60.07369613647461,27.804777145385742,25.54688835144043,7.40755558013916,20.564443588256836,1.5052299499511719,2.87812876701355,78.71966552734375,10.121099853515625,2.643999889918736,3.8279501796146818,0.9524000031607491,0.2730448974199843,0.07132927143985682,0.20171562598012746,0.226812644764773,1.1519734246390207,0.29466341993705397,0.7518883698442306,0.42600000230229074,,3.2663735832486838,,,669.9199829101562,,,,,,,431.06866946220396,6.158123849460057,414.07499051094055,5.915357007299151,5.32,4.54,4.05,3.67,3.35,3.06,2.77,2.47,2.11,4.23,3.98,3.81,3.67,3.54,3.42,3.29,3.15,2.96,"Garrett Whitlock","20191",676477
"Devin Williams","NYM",3.5404000282287598,2.7288999557495117,0,3.2253000140190125,64,0,32.45899963378906,3.178100109100342,,64,266.8890075683594,49.8148307800293,25.037511825561523,22.935466766357422,6.019555568695068,27.427555084228516,1.4500079154968262,2.8092737197875977,80.2289810180664,11.282200455665588,3.856999933719635,2.925123321115849,0.846500001847744,0.3006080383341267,0.10276764612421657,0.19784039220991012,0.2104980864327245,1.2069122791290283,0.29118493792607153,0.7586262866821933,0.4309999959836115,,3.268054236471653,,,61.790000915527344,,,,,,,514.7957807064057,8.04368407353759,486.50065183639526,7.601572684943676,5.32,4.51,4,3.61,3.28,2.98,2.69,2.38,2.02,4.2,3.94,3.76,3.61,3.48,3.36,3.23,3.08,2.89,"Devin Williams","15816",642207
"Yoshinobu Yamamoto","LAD",11.235600471496582,6.909999847412109,15.671699523925781,3.3103998322237174,25.920000076293945,25.920000076293945,0,0,,154.42840576171875,638.6619873046875,138.16175842285156,62.61213684082031,56.80219650268555,14.734185218811035,46.61335372924805,0.4068276882171631,5.197431564331055,162.1206512451172,9.448299708911113,2.716599847637793,3.4779872777828653,0.8586999672450897,0.25384421566924104,0.07298595290752781,0.18085826276171324,0.23542894340060724,1.1965098729129242,0.3010455300971129,0.7442279611347862,0.4970000013379412,,3.2823596293774466,,,27.1200008392334,,,,,,,771.1280991554258,4.9934343060257165,749.4065675735474,4.852776688829341,4.88,4.37,4.03,3.77,3.54,3.32,3.1,2.86,2.56,4.18,3.98,3.84,3.73,3.63,3.53,3.42,3.3,3.14,"Yoshinobu Yamamoto","33825",808967
"Tyler Glasnow","LAD",10.102299690246582,6.5594000816345215,13.391400337219238,3.41830014342481,24.299999237060547,24.299999237060547,0,0,,138.5500946044922,573.468994140625,116.56330871582031,57.42901611328125,52.622867584228516,14.395355224609375,48.90818405151367,0.31884875893592834,3.9414525032043457,162.50079345703125,10.555800378831806,3.177000042621056,3.322568535480147,0.9351000256717524,0.2833645674262611,0.08528479229257249,0.1980797751336886,0.22389353568472778,1.1943080460514455,0.29723903083794007,0.7434900014780712,0.45199999797780177,,3.28444650618657,,,120.91999816894531,,,,,,,711.5959053993226,5.136018906595901,672.0635323524475,4.850689812020217,5.06,4.5,4.14,3.85,3.6,3.37,3.14,2.88,2.57,4.33,4.1,3.95,3.82,3.7,3.59,3.47,3.34,3.17,"Tyler Glasnow","14374",607192
"David Bednar","NYY",3.561199903488159,2.8060998916625977,0,3.308199955866887,65,0,32.81800079345703,1.554800033569336,,65,268.70599365234375,52.76848602294922,25.87649917602539,23.892555236816406,6.923944473266602,23.059833526611328,1.976870059967041,2.3519835472106934,77.43883514404297,10.722300250713642,3.1929000267615684,3.358169739372906,0.9587000039907602,0.2881916926804194,0.08581808397041758,0.20237360871000182,0.21689169368966998,1.1665895315317008,0.28845490838333954,0.7553031448296839,0.3900000092277554,,3.310044919527494,,,63.9900016784668,,,,,,,507.58884248733517,7.809059115189772,483.94014501571655,7.445233000241793,5.38,4.57,4.06,3.67,3.34,3.04,2.75,2.45,2.08,4.24,3.99,3.82,3.68,3.55,3.43,3.3,3.16,2.97,"David Bednar","19569",670280
"Hunter Harvey","CHC",2.789400100708008,2.3046998977661133,0,3.393100041609544,52,0,4.718999862670898,12.896100044250488,,52,214.61000061035156,44.72257995605469,21.292266845703125,19.604578018188477,5.509110927581787,15.687244415283203,1.232719898223877,2.1126208305358887,57.93840026855469,10.02780004648062,2.7150999949528623,3.6933446521754036,0.9534999682353094,0.26997064490833456,0.07309652099468164,0.19687412391365292,0.22723717898582488,1.1617273917564979,0.29403642342069053,0.7423099275531144,0.4250000053325063,,3.3109293424166166,,,746.6500244140625,,,,,,,338.4158319950104,6.507996769134816,326.0381622314453,6.269964658297026,5.7,4.77,4.2,3.76,3.4,3.06,2.75,2.42,2.02,4.41,4.13,3.94,3.78,3.64,3.51,3.37,3.22,3.01,"Hunter Harvey","15507",640451
"Andrés Muñoz","SEA",3.4667999744415283,2.802799940109253,0,3.2216999530792236,64,0,28.288999557495117,3.360100030899048,,64,268.343994140625,51.7850227355957,25.184711456298828,22.909866333007812,5.606400012969971,27.55484390258789,2.066248893737793,3.0526814460754395,76.72248840332031,10.789099931716919,3.874899923801422,2.784355762440545,0.7884000018239021,0.28591095786967413,0.10268477962710745,0.18322617824256668,0.2178253214525186,1.2396854162216187,0.2971452397045033,0.7575110981557355,0.47399998606861604,,3.3110863089561464,,,41.47999954223633,,,,,,,486.508019399643,7.601687803119422,463.6245985031128,7.244134351611137,5.34,4.53,4.02,3.63,3.3,3,2.71,2.4,2.04,4.2,3.95,3.78,3.63,3.51,3.38,3.26,3.12,2.93,"Andres Munoz","20373",662253
"Will Vest","DET",3.6135001182556152,3.048099994659424,0,3.2685000195222744,68,0,4.833000183105469,11.524299621582031,,68,282.3919982910156,60.81311798095703,27.183378219604492,24.69533348083496,6.2371110916137695,21.466089248657227,1.4989367723464966,2.4700827598571777,70.4192886352539,9.320199966430664,2.8411000476163975,3.280489884279171,0.8254999974194694,0.24936715296969628,0.07601521777729556,0.17335193519240072,0.23529404949256658,1.2099883416119743,0.3001990046027022,0.7491215203218086,0.4859999951099166,,3.3123772438834695,,,518.7100219726562,,,,,,,407.66168746948244,5.995024815727683,398.20981645584106,5.856026712585898,5.36,4.57,4.07,3.69,3.37,3.07,2.78,2.48,2.12,4.24,4,3.83,3.69,3.56,3.44,3.32,3.18,2.99,"Will Vest","19769",676684
"Joe Kelly",,0.05420000106096268,0.043800000101327896,0,3.207799941301346,1,0,0,0,,1,4.216000080108643,0.8120015859603882,0.3931666612625122,0.35642221570014954,0.08287777751684189,0.4566222131252289,0.023002495989203453,0.04866528883576393,1.2022000551223755,10.81980049610138,4.10959991812706,2.6328111523402202,0.745899997651577,0.2851518103129153,0.10830697448977802,0.1768448358231373,0.21882632213075667,1.268623799085617,0.30059093183492314,0.7595531871611396,0.49400000655990384,,3.3240098215639593,,,999,,,,,,,5.157936817407608,5.157936817407608,4.811126496642828,4.811126496642828,,,,,,,,,,,,,,,,,,,"Joe Kelly","9761",523260
"Jeremiah Estrada","SDP",3.79010009765625,3.067199945449829,0,3.2785000664847237,70,0,0,14.975299835205078,,70,290.21600341796875,53.756710052490234,27.520111083984375,25.49944496154785,7.821333408355713,28.49077796936035,1.792954444885254,2.433751344680786,90.47966766357422,11.633100128173828,3.6631000246320453,3.1757527913375396,1.0056000096457345,0.31176663794541165,0.09817094038169896,0.2135956975637127,0.2073215489952585,1.1749641145978655,0.28532978243380047,0.7675905027160929,0.36399999815979267,,3.327873274258205,,,606.6500244140625,,,,,,,430.11709966659544,6.144529995237078,396.40961241722107,5.662994463103158,5.28,4.5,4.01,3.63,3.31,3.02,2.74,2.44,2.08,4.2,3.95,3.77,3.63,3.5,3.38,3.25,3.11,2.92,"Jeremiah Estrada","22210",669093
"Josh Hader","HOU",3.362499952316284,2.61299991607666,0,3.276300055081727,61,0,29.2549991607666,2.769700050354004,,61,251.33900451660156,45.29631423950195,23.773733139038086,22.20603370666504,7.474533557891846,23.73171043395996,1.2634811401367188,2.3801803588867188,81.57733154296875,12.035999735847849,3.501399900092453,3.4374821726390183,1.1028000331315837,0.32457091846872643,0.09442112050854574,0.2301497979601807,0.20111394889630696,1.1316069618600313,0.2777434303523744,0.7727365035390584,0.3109999936102732,,3.337594441898534,,,117.44999694824219,,,,,,,483.86560692787174,7.93222306439134,450.0038504600525,7.377112302623812,5.34,4.5,3.99,3.59,3.26,2.95,2.66,2.35,1.99,4.17,3.92,3.74,3.6,3.47,3.35,3.22,3.08,2.89,"Josh Hader","14212",623352
"Framber Valdez","DET",12.036399841308594,9.996299743652344,19.512399673461914,3.380099876628928,30.780000686645508,30.780000686645508,0,0,,190.38380432128906,794.9219970703125,179.9464874267578,79.39850616455078,71.5018081665039,16.09589195251465,57.675716400146484,0.4221035838127136,7.842700481414795,183.45594787597656,8.672499936483094,2.7265000268894917,3.180817843738316,0.760899952015682,0.2307848424777576,0.07255518983335536,0.15822965264440225,0.24670359772595607,1.2481219433240045,0.30923857183678755,0.7356232365204189,0.5589999909398048,,3.339407634320373,,,84.66999816894531,,,,,,,913.356458759308,4.797448301946631,913.0290713310242,4.795728683886414,4.89,4.43,4.12,3.87,3.66,3.45,3.25,3.02,2.74,4.26,4.07,3.94,3.83,3.73,3.64,3.54,3.42,3.27,"Framber Valdez","17295",664285
"Chris Martin","TEX",2.8794000148773193,2.4107000827789307,0,3.3859999974568686,54,0,3.8440001010894775,11.972399711608887,,54,221.76600646972656,49.726593017578125,22.175399780273438,20.31599998474121,5.875199794769287,12.461999893188477,1.5182100534439087,1.9167234897613525,54.159000396728516,9.02650006612142,2.0769999821980796,4.345931701245715,0.9791999657948812,0.24421687191324248,0.0561943649144878,0.18802250699875467,0.23977648136106353,1.1516406094586407,0.2975939991291068,0.7414888145138891,0.45500000137611624,,3.3424653309362906,,,679.1199951171875,,,,,,,330.33733067512514,6.11735797546528,325.91383266448975,6.035441345638699,5.68,4.77,4.21,3.78,3.42,3.09,2.77,2.45,2.05,4.4,4.13,3.94,3.79,3.66,3.53,3.39,3.24,3.04,"Chris Martin","11847",455119
"Trevor Megill","MIL",3.460700035095215,3.005000114440918,0,3.4373999508944424,66,0,10.756999969482422,8.947099685668945,,66,273.51800537109375,54.408203125,27.187599182128906,25.207599639892578,7.345066547393799,23.22760009765625,1.8615635633468628,2.326817512512207,79.160400390625,10.794600053267045,3.1674000133167612,3.408031826697954,1.001599983735518,0.28941568319505934,0.08492164918409066,0.20449403401096866,0.2194201318681427,1.176300048828125,0.29148819729685116,0.7490152066391107,0.38200000379352594,,3.34465627525792,,,140.07000732421875,,,,,,,427.8252998828889,6.482201513377104,405.74508142471313,6.14765274885929,5.54,4.72,4.2,3.8,3.47,3.16,2.87,2.55,2.17,4.4,4.14,3.95,3.8,3.67,3.54,3.41,3.26,3.06,"Trevor Megill","17722",656730
"Abner Uribe","MIL",3.8635001182556152,3.1898000240325928,0,3.1877999305725098,72,0,18.982999801635742,6.878399848937988,,72,303.2860107421875,58.94969940185547,28.18239974975586,25.502399444580078,5.9008002281188965,32.241600036621094,1.951948642730713,3.403475522994995,83.97599792480469,10.496999740600586,4.030200004577637,2.604585313055863,0.7376000285148621,0.2768871459626592,0.10630757402136994,0.17057957194128925,0.22025666350942505,1.2665458255343967,0.2984229556093701,0.7597825105167436,0.49699999763535707,,3.3531034542454616,,,159.5500030517578,,,,,,,490.3963063240052,6.811059810055628,466.7349646091461,6.482430064015919,5.25,4.47,3.99,3.62,3.3,3.01,2.73,2.43,2.07,4.21,3.95,3.77,3.62,3.48,3.36,3.22,3.08,2.88,"Abner Uribe","25327",682842
