Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Chris Sale","ATL",8.971599578857422,5.731200218200684,13.512700080871582,3.124200135052574,20.739999771118164,20.739999771118164,0,0,,126.9375991821289,517.0570068359375,103.35969543457031,48.02895736694336,44.064273834228516,13.176122665405273,34.3577766418457,0.32471179962158203,7.132284164428711,152.8272247314453,10.835599786392146,2.435999985575159,4.448111597108148,0.9341999908041638,0.2955713252328819,0.06644872071668385,0.22912260451619804,0.2173399482396393,1.0849226152356974,0.2913248623787188,0.7519731506189334,0.415000008484368,,3.0571872120510766,,,39.36000061035156,,,,,,,689.7209840774536,5.433543634993823,644.5826683044434,5.077949106155711,4.69,4.15,3.8,3.52,3.28,3.05,2.83,2.59,2.28,3.93,3.73,3.6,3.49,3.38,3.29,3.18,3.07,2.92,"Chris Sale","10603",519242
"Grant Taylor","CHW",4.039000034332275,3.421099901199341,0.9350000023841858,3.0709280412022073,62.44150161743164,2.4600000381469727,3.746000051498413,10.080499649047852,,71.78949737548828,297.11199951171875,56.914146423339844,26.928260803222656,24.49559783935547,6.088903903961182,28.479167938232422,1.6084983348846436,2.426513671875,88.55741882324219,11.102136086013497,3.5703343917212997,3.1095507781446288,0.7633447389807402,0.2980607278358991,0.09585330779314129,0.20220742004275782,0.2137971287532517,1.189495921874623,0.296253462048129,0.7605818793700149,0.4569999936317286,,3.0621166947756784,,,506.67999267578125,,,,,,,451.8217735290527,6.293702979501876,423.2415277957916,5.895591183513464,5.52094,4.49027,3.8783,3.4225,3.0548,2.72026,2.41066,2.08927,1.72118,4.12829,3.84501,3.66172,3.51007,3.36843,3.23514,3.10185,2.9502,2.75527,"Grant Taylor","33927",691799
"Shohei Ohtani","LAD",7.660600185394287,4.681600093841553,9.920299530029297,3.146499893337212,18.450000762939453,18.450000762939453,0,0,,100.28250122070312,410.489013671875,82.02391815185547,38.32351303100586,35.05987548828125,10.265584945678711,30.4747371673584,0.34029537439346313,4.306850433349609,118.18961334228516,10.60710001378552,2.7349999368544125,3.878281630231039,0.9212999614735837,0.2879239380490709,0.07424007988608052,0.2136838581629904,0.21831859702533107,1.1218174053280268,0.2902232018273107,0.7559108701866624,0.4249999930302081,,3.149277772539442,,,1.2699999809265137,,,,,,,534.596090888977,5.330901048353695,499.9943656921387,4.985858545667345,4.9,4.27,3.86,3.55,3.28,3.03,2.78,2.52,2.19,4.04,3.81,3.65,3.53,3.41,3.3,3.18,3.05,2.88,"Shohei Ohtani","19755",660271
"Devin Williams","NYM",2.6844000816345215,2.091599941253662,0,3.1366997640729397,48.59260177612305,0,22.277999877929688,3.129499912261963,,48.59260177612305,202.9770050048828,36.830177307128906,18.532136917114258,16.93560028076172,4.239974498748779,22.136629104614258,1.1354533433914185,2.1554126739501953,62.554874420166016,11.585999703727174,4.099999890094871,2.8258536620251182,0.7853000064608515,0.30818700088052436,0.10905978785174084,0.19912721302878353,0.20611794435372063,1.2134935001714127,0.2912697248556095,0.7624745880537207,0.4309999907346855,,3.1945290009117002,,,59.470001220703125,,,,,,,387.81672835350037,7.980982992848552,363.98496294021606,7.490542791208751,5.41,4.49,3.92,3.49,3.14,2.82,2.51,2.19,1.82,4.09,3.84,3.66,3.53,3.4,3.28,3.15,3.01,2.83,"Devin Williams","15816",642207
"Zack Wheeler","PHI",9.005900382995605,6.377500057220459,13.580100059509277,3.1894001519824338,21.959999084472656,21.959999084472656,0,0,,130.89939880371094,536.0330200195312,110.63184356689453,50.678428649902344,46.387840270996094,13.559723854064941,35.75008010864258,0.3505655825138092,6.169203758239746,146.84585571289062,10.096400086587323,2.4579999902082186,4.107567179335932,0.9323000395867729,0.2739492722062907,0.06669380201118946,0.2072554701951012,0.2238995507963707,1.1182780441569702,0.29088926295963136,0.7512147909608077,0.42299999553081646,,3.1988688513883945,,,110.48999786376953,,,,,,,682.1620142936707,5.211345663371616,646.1544437408447,4.936267466818393,4.76,4.22,3.87,3.6,3.36,3.14,2.91,2.67,2.37,3.98,3.79,3.67,3.56,3.47,3.37,3.28,3.17,3.02,"Zack Wheeler","10310",554430
"Tyler Glasnow","LAD",7.11299991607666,4.582699775695801,9.402400016784668,3.3221000397494387,17.219999313354492,17.219999313354492,0,0,,96.52519989013672,399.69000244140625,79.02271270751953,38.95756912231445,35.62959671020508,9.442309379577637,36.370697021484375,0.26299601793289185,2.721489191055298,116.48983001708984,10.86150011962771,3.3912001587764413,3.202848434504256,0.8803999837650931,0.2914504473605567,0.09099726487858861,0.20045318248196808,0.21914362525524803,1.1954744446045453,0.29650865123192394,0.7480935315752616,0.45000000763531184,,3.2081423368005773,,,113.73999786376953,,,,,,,508.3901221752167,5.266916025595982,475.579078912735,4.92699398140621,5.14,4.49,4.08,3.75,3.47,3.21,2.96,2.68,2.35,4.2,3.99,3.84,3.72,3.61,3.51,3.4,3.27,3.11,"Tyler Glasnow","14374",607192
"Justin Martinez","ARI",1.1556999683380127,0.8755000233650208,0,2.9804998531190128,20.66670036315918,0,0,0.5146999955177307,,20.66670036315918,87.4219970703125,15.436101913452148,7.60511589050293,6.844121932983398,1.4668763875961304,11.130166053771973,0.696840763092041,1.007800817489624,26.93169593811035,11.728300076149232,4.846999894696069,2.4197029772959495,0.6387999659538824,0.30806543937047676,0.1273153946005158,0.18075004476996095,0.20503819830897882,1.2854624831442185,0.29794367293142887,0.773525466215597,0.49799999153472513,,3.2135185344216914,,,999,,,,,,,114.2654293894768,5.528963374974379,103.77240002155304,5.021236975329624,6.19,4.64,3.77,3.16,2.68,2.27,1.9,1.55,1.16,4,3.73,3.55,3.41,3.28,3.15,3.02,2.87,2.68,"Justin Martinez","24453",679885
"Louis Varland","TOR",2.7797000408172607,2.2202999591827393,0,3.1853001454027896,50.870399475097656,0,11.10099983215332,7.353300094604492,,50.870399475097656,209.4290008544922,44.60418701171875,19.778411865234375,18.004165649414062,5.0265607833862305,14.588500022888184,1.864127516746521,1.928422212600708,55.116947174072266,9.75129996393051,2.58099998350252,3.7781092701510235,0.889300015672606,0.2631772435965858,0.06965845209290776,0.193518791503678,0.2312151075817857,1.1635978416796835,0.29809484301238937,0.7557069475877635,0.47199999213122723,,3.226784164310795,,,999,,,,,,,344.2446994304657,6.767092513181112,334.6080343723297,6.577656905095247,5.44,4.54,3.99,3.57,3.22,2.9,2.6,2.28,1.91,4.08,3.86,3.71,3.59,3.47,3.37,3.25,3.13,2.96,"Louis Varland","27691",686973
"Garrett Whitlock","BOS",2.861299991607666,2.3629000186920166,0,3.2466999357471504,53.148101806640625,0,2.437999963760376,10.71500015258789,,53.148101806640625,219.6199951171875,44.824440002441406,20.887794494628906,19.172882080078125,5.348470687866211,17.099515914916992,1.178700566291809,2.208937883377075,60.817962646484375,10.29879986701555,2.8955999932818735,3.5567066897741246,0.9057000072349053,0.276923613508107,0.07785955876099908,0.19906405474710792,0.22377362635876016,1.1651207439664621,0.29427811351215205,0.753840993727849,0.4230000087716152,,3.2446332681702397,,,624.97998046875,,,,,,,329.7267842292786,6.203923997678515,314.9709544181824,5.926287933369393,5.48,4.58,4.03,3.61,3.26,2.94,2.64,2.32,1.94,4.18,3.93,3.77,3.63,3.51,3.39,3.26,3.12,2.94,"Garrett Whitlock","20191",676477
"Emmanuel Clase","CLE",0.05260000005364418,0.04569999873638153,0,3.246499925851822,1,0,0,0,,1,4.14900016784668,0.9127799868583679,0.3985111117362976,0.36072221398353577,0.08428888767957687,0.2940444350242615,0.028134368360042572,0.039988063275814056,0.9910110831260681,8.919099748134613,2.6463999152183533,3.3702766149758974,0.7585999891161919,0.2388553972125772,0.07087115524916206,0.16798424196341516,0.23926283678489174,1.2068244218826294,0.30240568940515383,0.7423755309773903,0.5049999880043673,,3.250967186689377,,,999,,,,,,,4.969943387061358,4.969943387061358,4.88416913151741,4.88416913151741,,,,,,,,,,,,,,,,,,,"Emmanuel Clase","21032",661403
"Adrian Morejon","SDP",2.739300012588501,2.260999917984009,0,3.172299943683602,50.870399475097656,0,1.6670000553131104,10.447199821472168,,50.870399475097656,210.8179931640625,44.4783821105957,19.775585174560547,17.93068504333496,4.484508514404297,16.642534255981445,1.394771933555603,1.7091015577316284,53.5603141784668,9.475900181247315,2.944400080387721,3.218278740163436,0.7934000331449371,0.254059501158353,0.07894266521657814,0.17511683594177488,0.23109691856240117,1.2015025829804498,0.29752579226312537,0.753890731655838,0.4809999964896201,,3.2576612017495763,,,735.8499755859375,,,,,,,307.8272283792496,6.051205250116795,298.242907166481,5.862798606731571,5.46,4.55,3.99,3.57,3.22,2.9,2.59,2.27,1.9,4.14,3.9,3.73,3.59,3.47,3.35,3.23,3.09,2.91,"Adrian Morejon","20039",670970
"Andrés Muñoz","SEA",2.6310999393463135,2.1061999797821045,0,3.1559000085874716,48.1974983215332,0,20.670000076293945,3.0755999088287354,,48.1974983215332,202.51100158691406,37.916133880615234,18.6015567779541,16.900720596313477,4.004141330718994,22.195484161376953,1.5826234817504883,2.3063976764678955,59.73651885986328,11.154700730568273,4.14460012259902,2.691381653382116,0.7477000514852566,0.2949791289942608,0.10960137467816064,0.18537775431610018,0.2130010750801069,1.2471937369233979,0.2967747415247056,0.7615711703397512,0.4699999871908483,,3.2614176669305586,,,41.189998626708984,,,,,,,370.44839334487915,7.686050235918031,350.5534465312958,7.273270579163627,5.47,4.54,3.97,3.54,3.18,2.85,2.54,2.22,1.85,4.11,3.87,3.7,3.57,3.44,3.32,3.2,3.06,2.88,"Andres Munoz","20373",662253
"Jacob deGrom","TEX",8.507399559020996,6.822999954223633,12.644800186157227,3.386500017872914,22.139999389648438,22.139999389648438,0,0,,128.4875946044922,522.7319946289062,108.5191650390625,52.14169692993164,48.34702682495117,16.03239631652832,32.34746551513672,0.36591240763664246,3.844693899154663,148.90428161621094,10.43010057641039,2.265799982732746,4.603275071010817,1.1229999852741437,0.2848577916527185,0.06188154895339929,0.22297624269931923,0.22304271343207532,1.0963442111887294,0.2875804127801901,0.7492313614383855,0.3740000022476656,,3.2844819977207345,,,50.0099983215332,,,,,,,660.6919812679291,5.142068254150584,623.2489058971405,4.850654320486053,5,4.43,4.06,3.77,3.52,3.28,3.05,2.79,2.48,4.25,4.02,3.87,3.74,3.63,3.52,3.4,3.27,3.1,"Jacob deGrom","10954",594798
"Will Vest","DET",2.254300117492676,1.8911999464035034,0,3.2316002140502884,42.17279815673828,0,1.4459999799728394,9.729299545288086,,42.17279815673828,175.94000244140625,37.246498107910156,16.711206436157227,15.142847061157227,3.5874996185302734,14.66395092010498,0.9694293737411499,1.569032907485962,44.24489212036133,9.442200813977237,3.129400088427807,3.01725587881636,0.7656000544894751,0.2514771598636093,0.08334631531557785,0.16813084454803146,0.2332176658934148,1.2308988565351098,0.30086355976865764,0.7507097862161638,0.49299999577204745,,3.297484148613904,,,485.7300109863281,,,,,,,257.04959681034086,6.095151567960875,250.16452658176422,5.9318930096127245,5.7,4.7,4.08,3.62,3.24,2.9,2.57,2.24,1.84,4.2,3.96,3.8,3.66,3.54,3.42,3.3,3.16,2.98,"Will Vest","19769",676684
"David Bednar","NYY",2.760200023651123,2.124799966812134,0,3.2718998932194547,49.70370101928711,0,24.784000396728516,1.2026000022888184,,49.70370101928711,206.41099548339844,40.37605667114258,19.653947830200195,18.069503784179688,4.8869781494140625,18.683069229125977,1.587713360786438,1.9212735891342163,58.32563400268555,10.561199573860202,3.3830000505774307,3.121844344063061,0.8848999660540249,0.2825703827748685,0.09051392434483292,0.1920564584300356,0.21730145875836063,1.1882239086652955,0.2894845326347983,0.7546375519180684,0.40599999955645416,,3.3100222163096116,,,64.05999755859375,,,,,,,386.2884505033494,7.77182468471419,368.5564306974411,7.415070168606274,5.57,4.64,4.07,3.64,3.28,2.96,2.64,2.32,1.93,4.21,3.97,3.8,3.66,3.54,3.42,3.3,3.16,2.98,"David Bednar","19569",670280
"Yoshinobu Yamamoto","LAD",8.469200134277344,5.343500137329102,11.984199523925781,3.3335998260195154,19.68000030517578,19.68000030517578,0,0,,118.08470153808594,489.7749938964844,105.7864990234375,48.1614990234375,43.73857116699219,11.147195816040039,36.48948287963867,0.2399897426366806,4.059255123138428,122.92354583740234,9.368799667752063,2.7810998515402714,3.3687390485326483,0.8495999993022173,0.25097962813385827,0.07450254368713412,0.17647708444672416,0.23548601097008887,1.2048637973411636,0.30029397846819,0.7429900640450101,0.4879999839241792,,3.310541494933822,,,26.639999389648438,,,,,,,585.8722630500793,4.96145779613219,569.7108397483826,4.824594823272966,5.04,4.46,4.09,3.79,3.53,3.3,3.06,2.8,2.48,4.18,3.99,3.86,3.75,3.65,3.55,3.45,3.34,3.19,"Yoshinobu Yamamoto","33825",808967
"Cole Ragans","KCR",7.940700054168701,5.9822001457214355,11.024299621582031,3.2207000373543404,20.739999771118164,20.739999771118164,0,0,,112.98770141601562,468.8290100097656,87.34284210205078,43.959747314453125,40.43327713012695,12.172541618347168,46.61119079589844,0.32489851117134094,3.6517090797424316,143.99026489257812,11.469499492353703,3.712799817198716,3.089177994252157,0.9695999935581995,0.30712746399711666,0.09942044924849582,0.20770701474862086,0.20867155746092955,1.185562952597261,0.2864685750742114,0.769757768506435,0.3870000100080789,,3.321450497683454,,,48.15999984741211,,,,,,,596.4871692657473,5.279222090460168,543.8872961997986,4.813685820523333,4.88,4.29,3.91,3.61,3.36,3.12,2.88,2.62,2.31,4.06,3.85,3.7,3.59,3.48,3.37,3.27,3.14,2.98,"Cole Ragans","21846",666142
"Ryan Helsley","BAL",2.0785000324249268,1.6224000453948975,0,3.2255999711878887,37.654300689697266,0,17.323999404907227,2.9414000511169434,,37.654300689697266,157.3520050048828,29.712778091430664,14.713626861572266,13.495301246643066,3.596822500228882,16.346569061279297,1.1450505256652832,1.213183879852295,46.042423248291016,11.004899882472115,3.9071000883510627,2.8166414050366906,0.8597000052882989,0.2926077951587733,0.1038853560256321,0.18872243913314118,0.21254953441826213,1.2232161083610944,0.2896847998599632,0.7640863014417802,0.4099999992727076,,3.3304156009209693,,,85.58999633789062,,,,,,,294.93887021541593,7.832807005126914,279.303995847702,7.417585527597474,5.74,4.67,4.03,3.55,3.16,2.8,2.47,2.13,1.73,4.17,3.92,3.75,3.61,3.48,3.36,3.24,3.1,2.91,"Ryan Helsley","18138",664854
"Jeff Hoffman","TOR",2.597399950027466,2.1041998863220215,0,3.278099749960384,47.83330154418945,0,8.519000053405762,8.26039981842041,,47.83330154418945,199.13999938964844,37.73304748535156,18.86651611328125,17.422481536865234,5.002300262451172,18.711854934692383,1.8197413682937622,2.434884786605835,59.50887680053711,11.196799591808514,3.5206997839497585,3.180276728749416,0.9411999780209491,0.2988293511244756,0.0939633172242796,0.20486603390019603,0.2119914403256532,1.1800335874348733,0.28842215855980324,0.7600547705228649,0.38399998651427697,,3.33274695074808,,,99.63999938964844,,,,,,,325.54634871482847,6.805851534502205,305.35073828697205,6.383643370401316,5.57,4.63,4.06,3.62,3.25,2.93,2.61,2.29,1.9,4.18,3.94,3.78,3.64,3.52,3.41,3.28,3.15,2.97,"Jeff Hoffman","17432",656546
"Chris Martin","TEX",1.6031999588012695,1.3823000192642212,0,3.3830999703821605,30.370399475097656,0,0,0.4884999990463257,,30.370399475097656,125.13500213623047,27.88508415222168,12.463674545288086,11.41623306274414,3.2000277042388916,7.366509437561035,0.8812006711959839,1.18290114402771,30.453413009643555,9.024600328735408,2.1830000949579587,4.134035701408987,0.9482999840606284,0.24336446629448968,0.05886849651819522,0.18449596977629446,0.23918122111300869,1.160722091215409,0.29765363851929233,0.7405514342630743,0.4519999914642968,,3.3439503605042775,,,638.3599853515625,,,,,,,150.0919908285141,4.94204862045304,147.46423149108887,4.855524920309422,6.19,4.97,4.24,3.7,3.26,2.87,2.51,2.14,1.72,4.39,4.12,3.94,3.79,3.66,3.53,3.4,3.25,3.05,"Chris Martin","11847",455119
"José Alvarado","PHI",2.55430006980896,2.0350000858306885,0,3.1987001495930922,46.69139862060547,0,0.7860000133514404,11.630999565124512,,46.69139862060547,196.1820068359375,38.3692741394043,18.269826889038086,16.594642639160156,4.0875725746154785,20.1141357421875,1.545129418373108,1.9857542514801025,54.503910064697266,10.505900552865349,3.877100001879105,2.709731641632529,0.7879000042484111,0.27782318543758006,0.10252793345624449,0.17529525198133555,0.22040905082840553,1.2525521104390815,0.2968353390851068,0.76218663636328,0.4719999835109067,,3.358524214687714,,,746.0700073242188,,,,,,,288.6412428379059,6.1818932686785075,273.4806981086731,5.857196532724612,5.57,4.61,4.03,3.59,3.22,2.89,2.57,2.25,1.86,4.19,3.94,3.76,3.62,3.49,3.37,3.24,3.1,2.91,"Jose Alvarado","17780",621237
"Hunter Harvey","CHC",1.375,1.141800045967102,0,3.4213998719639296,25.604900360107422,0,0,0.5238999724388123,,25.604900360107422,106.28900146484375,21.988004684448242,10.575676918029785,9.733844757080078,2.6358821392059326,8.36085319519043,0.6358208060264587,1.082766056060791,28.371366500854492,9.972399615564026,2.9387999054255323,3.393357811517978,0.9264999636481251,0.26692664443026715,0.07866150852829183,0.1882651359019753,0.22704236569538946,1.185275375135705,0.2939348595541315,0.7417180192349626,0.4239999936833848,,3.3637875716536976,,,748.530029296875,,,,,,,130.39357531070712,5.092524222974952,124.26550912857056,4.853192450698887,6.41,5.06,4.27,3.69,3.23,2.82,2.44,2.06,1.62,4.44,4.17,3.98,3.82,3.68,3.55,3.41,3.25,3.05,"Hunter Harvey","15507",640451
"Trevor Megill","MIL",2.589200019836426,2.265199899673462,0,3.4457999259813095,49.3827018737793,0,7.363999843597412,7.153900146484375,,49.3827018737793,206.0189971923828,40.66609191894531,20.42029571533203,18.90699005126953,5.204936504364014,18.70232582092285,1.4328621625900269,1.8910484313964844,58.82577133178711,10.72099990274522,3.4084998592934204,3.14537196576786,0.9485999502216196,0.2855356648341267,0.0907796177818418,0.1947560470522849,0.21931214938989377,1.202210804334118,0.2921140097526082,0.7478301712433656,0.3840000130354332,,3.3739396684215626,,,137.6999969482422,,,,,,,316.9864555835724,6.418977568173169,300.5563545227051,6.086267926184316,5.78,4.83,4.25,3.8,3.43,3.09,2.77,2.44,2.04,4.41,4.15,3.97,3.82,3.69,3.56,3.43,3.28,3.09,"Trevor Megill","17722",656730
