TeamID,"Team Name","ottoneu ID","FG MajorLeagueID","FG MinorLeagueID",Name,"MLB Team",Position(s),Salary
562,"The Art of Pitching",35939,21636,sa876320,"Jeremy Pena",HOU,SS,$7
562,"The Art of Pitching",42169,31370,sa3019868,"Jakob Marsee",MIA,OF,$7
562,"The Art of Pitching",38374,27899,sa3014474,"Colt Keith",DET,1B/2B/3B,$7
562,"The Art of Pitching",33609,21618,sa3007284,"Alec Bohm",PHI,1B/3B,$7
562,"The Art of Pitching",20920,17479,sa828681,"Jack Flaherty",DET,SP,$7
562,"The Art of Pitching",6130,10324,sa503013,"Marcell Ozuna",PIT,Util,$6
562,"The Art of Pitching",33612,24492,sa3008130,"Grayson Rodriguez",LAA,RP,$6
562,"The Art of Pitching",40398,29646,sa3017183,"Caleb Durbin",BOS,2B/3B,$6
562,"The Art of Pitching",2916,3096,sa295200,"Kenley Jansen",DET,RP,$6
562,"The Art of Pitching",38320,27465,sa3014504,"Spencer Torkelson",DET,1B,$6
562,"The Art of Pitching",26531,20348,sa3004210,"Riley O'Brien",STL,RP,$5
562,"The Art of Pitching",33616,20492,sa3008444,"Casey Mize",DET,SP,$5
562,"The Art of Pitching",22331,19913,sa872787,"Jesus Sanchez",TOR,OF,$5
562,"The Art of Pitching",42712,31807,sa3020652,"Troy Melton",DET,SP/RP,$4
562,"The Art of Pitching",26134,22664,sa3003226,"Gabriel Moreno",ARI,C,$4
562,"The Art of Pitching",33147,19392,sa918920,"Zach McKinstry",DET,SS/3B/OF,$4
562,"The Art of Pitching",31984,23363,sa915840,"Robert Garcia",TEX,RP,$4
562,"The Art of Pitching",31958,20352,sa915732,"Ernie Clement",TOR,1B/2B/SS/3B,$4
562,"The Art of Pitching",19422,16358,sa737914,"Tyler Mahle",SFG,SP,$4
562,"The Art of Pitching",38308,27464,sa3014528,"Dillon Dingler",DET,C,$3
562,"The Art of Pitching",18985,17878,sa737018,"Dennis Santana",PIT,RP,$3
562,"The Art of Pitching",23790,13649,sa598167,"Clay Holmes",NYM,SP,$3
562,"The Art of Pitching",40097,30203,sa3018054,"Jackson Jobe",DET,SP,$2
562,"The Art of Pitching",39065,,sa3015489,"Antwone Kelly","PIT ST",SP,$2
562,"The Art of Pitching",26915,23401,sa3004817,"Jose Caballero",NYY,2B/SS/3B/OF,$2
562,"The Art of Pitching",23856,14551,sa659463,"Anthony Santander",TOR,OF,$1
562,"The Art of Pitching",46221,,sa3034986,"Gage Jump","ATH ST",SP,$1
596,"WAR Horse 🦄",18312,15640,sa549847,"Aaron Judge",NYY,OF,$80
596,"WAR Horse 🦄",44525,33825,sa3023345,"Yoshinobu Yamamoto",LAD,SP,$40
596,"WAR Horse 🦄",18216,13624,sa657913,"Corey Seager",TEX,SS,$38
596,"WAR Horse 🦄",43894,33677,sa3023079,"Paul Skenes",PIT,SP,$36
596,"WAR Horse 🦄",48241,,sa3062955,"Tatsuya Imai","HOU ST",SP,$13
596,"WAR Horse 🦄",40714,29995,sa3017698,"Daylen Lile",WSN,OF,$13
596,"WAR Horse 🦄",5201,4949,sa390316,"Giancarlo Stanton",NYY,OF,$12
596,"WAR Horse 🦄",12398,11609,sa508176,"Willson Contreras",BOS,1B,$12
596,"WAR Horse 🦄",18255,13301,sa503373,"Max Muncy",LAD,3B,$11
596,"WAR Horse 🦄",33259,20373,sa919548,"Andres Munoz",SEA,RP,$11
596,"WAR Horse 🦄",44544,33927,sa3023634,"Grant Taylor",CHW,SP/RP,$9
596,"WAR Horse 🦄",39978,29591,sa3017018,"Colton Cowser",BAL,OF,$9
596,"WAR Horse 🦄",40505,29478,sa3017339,"Carter Jensen",KCR,C,$8
596,"WAR Horse 🦄",9668,12552,sa505033,"Eugenio Suarez",CIN,3B,$8
596,"WAR Horse 🦄",38367,27496,sa3014465,"Owen Caissie",MIA,OF,$7
596,"WAR Horse 🦄",18263,12533,sa546772,"Marcus Semien",NYM,2B,$7
596,"WAR Horse 🦄",18116,13125,sa454389,"Gerrit Cole",NYY,RP,$6
596,"WAR Horse 🦄",40829,30091,sa3017880,"Andrew Painter","PHI ST",SP,$6
596,"WAR Horse 🦄",35776,23793,sa3008470,"Braxton Ashcraft",PIT,SP/RP,$6
596,"WAR Horse 🦄",38350,27534,sa3014445,"Edouard Julien",COL,1B/2B,$5
596,"WAR Horse 🦄",40607,29911,sa3017529,"Andrew Abbott",CIN,SP,$5
596,"WAR Horse 🦄",42765,31986,sa3020748,"Parker Messick",CLE,SP,$5
596,"WAR Horse 🦄",18153,12564,sa597765,"Trevor Story",BOS,SS,$4
596,"WAR Horse 🦄",23656,19360,sa872722,"Lucas Erceg",KCR,RP,$4
596,"WAR Horse 🦄",27207,22581,sa3005337,"Alejandro Kirk",TOR,C,$4
596,"WAR Horse 🦄",21200,17128,sa829185,"Ramon Laureano",SDP,OF,$4
596,"WAR Horse 🦄",44975,,sa3023944,"Edward Florentino","PIT ST",OF,$4
596,"WAR Horse 🦄",42312,31475,sa3020080,"Logan Henderson",MIL,SP,$4
596,"WAR Horse 🦄",41160,,sa3018409,"Lazaro Montes","SEA ST",OF,$3
596,"WAR Horse 🦄",23868,20202,sa917944,"Brandon Marsh",PHI,OF,$3
596,"WAR Horse 🦄",26570,19608,sa3004268,"Otto Lopez",MIA,2B/SS,$3
596,"WAR Horse 🦄",37536,26438,sa1115890,"Dominic Canzone",SEA,OF,$3
596,"WAR Horse 🦄",43129,,sa3021208,"Eduardo Quintero","LAD A+",OF,$2
596,"WAR Horse 🦄",37091,26477,sa1115496,"Spencer Horwitz",PIT,1B,$2
596,"WAR Horse 🦄",42988,,sa3021066,"Alfredo Duno","CIN A",C,$2
596,"WAR Horse 🦄",32576,19955,sa917933,"Gavin Lux",TBR,2B/3B/OF,$2
596,"WAR Horse 🦄",18135,13594,sa597792,"Robert Stephenson",LAA,RP,$2
596,"WAR Horse 🦄",43895,33876,sa3023360,"Rhett Lowder",CIN,SP/RP,$2
596,"WAR Horse 🦄",35742,24494,sa3008423,"Simeon Woods Richardson",MIN,SP,$1
596,"WAR Horse 🦄",48019,,sa3069080,"Dax Kilby","NYY A",Util,$1
759,"🐉🍆The Kraken Deep🍆🐉",40927,30116,sa3018052,"Seiya Suzuki",CHC,OF,$35
759,"🐉🍆The Kraken Deep🍆🐉",6305,10155,sa500736,"Mike Trout",LAA,OF,$28
759,"🐉🍆The Kraken Deep🍆🐉",36338,26668,sa3009289,"Elly De La Cruz",CIN,SS,$28
759,"🐉🍆The Kraken Deep🍆🐉",18236,14374,sa597835,"Tyler Glasnow",LAD,SP,$25
759,"🐉🍆The Kraken Deep🍆🐉",44526,33829,sa3023346,"Shota Imanaga",CHC,SP,$22
759,"🐉🍆The Kraken Deep🍆🐉",38736,27498,sa3015059,"Spencer Strider",ATL,SP,$19
759,"🐉🍆The Kraken Deep🍆🐉",31751,19853,sa874220,"Michael King",SDP,SP,$19
759,"🐉🍆The Kraken Deep🍆🐉",23762,20454,sa919327,"Jazz Chisholm Jr.",NYY,2B/3B,$18
759,"🐉🍆The Kraken Deep🍆🐉",23824,22182,sa3005315,"Hunter Greene",CIN,SP,$15
759,"🐉🍆The Kraken Deep🍆🐉",23831,20036,sa920275,"Isaac Paredes",HOU,3B,$13
759,"🐉🍆The Kraken Deep🍆🐉",36686,26378,sa917947,"Nick Lodolo",CIN,SP,$12
759,"🐉🍆The Kraken Deep🍆🐉",46091,35323,sa3025686,"Roki Sasaki",LAD,SP,$12
759,"🐉🍆The Kraken Deep🍆🐉",23780,20043,sa3003396,"Luis Robert Jr.",NYM,OF,$11
759,"🐉🍆The Kraken Deep🍆🐉",38388,27467,sa3014489,"Tyler Soderstrom",ATH,1B/OF,$11
759,"🐉🍆The Kraken Deep🍆🐉",40260,29976,sa3017662,"Jordan Lawlar",ARI,2B/SS/3B,$10
759,"🐉🍆The Kraken Deep🍆🐉",40255,29576,sa3016974,"Ben Rice",NYY,C/1B,$8
759,"🐉🍆The Kraken Deep🍆🐉",36325,26546,sa3009276,"Agustin Ramirez",MIA,C,$7
759,"🐉🍆The Kraken Deep🍆🐉",44057,33321,sa3022614,"Luke Keaschall",MIN,2B,$7
759,"🐉🍆The Kraken Deep🍆🐉",42277,31431,sa3019981,"Jordan Beck",COL,OF,$7
759,"🐉🍆The Kraken Deep🍆🐉",23373,21052,sa877821,"Luis Gil",NYY,SP,$7
759,"🐉🍆The Kraken Deep🍆🐉",33607,22286,sa3005423,"Trevor Rogers",BAL,SP,$7
759,"🐉🍆The Kraken Deep🍆🐉",21039,17312,sa828960,"Justin Steele",CHC,RP,$6
759,"🐉🍆The Kraken Deep🍆🐉",13702,10815,sa549315,"Jurickson Profar",ATL,OF,$6
759,"🐉🍆The Kraken Deep🍆🐉",33672,23550,sa3007225,"Aaron Ashby",MIL,RP,$6
759,"🐉🍆The Kraken Deep🍆🐉",43988,,sa3022894,"Walker Jenkins","MIN ST",OF,$5
759,"🐉🍆The Kraken Deep🍆🐉",42991,,sa3021069,"Sebastian Walcott","TEX ST",SS,$5
759,"🐉🍆The Kraken Deep🍆🐉",39285,28820,sa3015713,"Moises Ballesteros",CHC,C,$5
759,"🐉🍆The Kraken Deep🍆🐉",27185,20191,sa3005306,"Garrett Whitlock",BOS,RP,$5
759,"🐉🍆The Kraken Deep🍆🐉",8550,7048,sa389855,"Fernando Cruz",NYY,RP,$4
759,"🐉🍆The Kraken Deep🍆🐉",31541,20302,sa829588,"David Peterson",NYM,SP,$4
759,"🐉🍆The Kraken Deep🍆🐉",34602,21562,sa3006652,"Romy Gonzalez",BOS,1B/2B,$4
759,"🐉🍆The Kraken Deep🍆🐉",37635,28080,sa3014696,"Jasson Dominguez",NYY,OF,$4
759,"🐉🍆The Kraken Deep🍆🐉",40870,30107,sa3017948,"Christian Scott",NYM,RP,$4
759,"🐉🍆The Kraken Deep🍆🐉",40476,29812,sa3017310,"Robert Gasser",MIL,SP/RP,$3
759,"🐉🍆The Kraken Deep🍆🐉",40308,29629,sa3017070,"Matt Svanson",STL,RP,$3
759,"🐉🍆The Kraken Deep🍆🐉",38389,27790,sa3014490,"Evan Carter",TEX,OF,$3
759,"🐉🍆The Kraken Deep🍆🐉",44554,,sa3023407,"Quinn Mathews","STL ST",SP,$2
759,"🐉🍆The Kraken Deep🍆🐉",38325,27555,sa3014438,"Garrett Mitchell",MIL,OF,$1
759,"🐉🍆The Kraken Deep🍆🐉",32611,19716,sa917992,"Dustin May",STL,SP,$1
759,"🐉🍆The Kraken Deep🍆🐉",18389,13419,sa503826,"Christian Walker",HOU,1B,$1
772,CaNtZ,33600,19755,,"Shohei Ohtani",LAD,Util/SP,$95
772,CaNtZ,18347,16478,sa709545,"Kyle Schwarber",PHI,OF,$46
772,CaNtZ,23793,19627,sa3003172,"Brent Rooker",ATH,OF,$25
772,CaNtZ,23625,21846,sa917938,"Cole Ragans",KCR,SP,$23
772,CaNtZ,15962,10310,sa500722,"Zack Wheeler",PHI,SP,$23
772,CaNtZ,18480,17678,sa659419,"Alex Bregman",CHC,3B,$23
772,CaNtZ,18160,14162,sa657850,"Carlos Correa",HOU,SS/3B,$18
772,CaNtZ,22559,21029,sa873347,"Jhoan Duran",PHI,RP,$17
772,CaNtZ,32291,21711,sa917318,"Oneil Cruz",PIT,OF,$16
772,CaNtZ,43950,33541,sa3022882,"Dylan Crews",WSN,OF,$14
772,CaNtZ,33217,21837,sa919293,"Jonathan Aranda",TBR,1B,$8
772,CaNtZ,42711,31623,sa3020644,"Jacob Misiorowski",MIL,SP,$8
772,CaNtZ,40564,29868,sa3017428,"Bubba Chandler",PIT,SP/RP,$7
772,CaNtZ,33634,22186,sa3008294,"Brice Turang",MIL,2B,$6
772,CaNtZ,20732,18684,sa828383,"Sandy Alcantara",MIA,SP,$6
772,CaNtZ,42221,31539,sa3019920,"Drake Baldwin",ATL,C,$5
772,CaNtZ,23745,19287,sa908695,"Adolis García",PHI,OF,$4
772,CaNtZ,43949,33549,sa3022886,"Kyle Teel",CHW,C,$4
772,CaNtZ,18422,17130,sa830702,"Raisel Iglesias",ATL,RP,$4
772,CaNtZ,40095,29668,sa3017114,"Marcelo Mayer",BOS,2B/SS/3B,$4
772,CaNtZ,37181,26123,sa3010869,"Brett Baty",NYM,2B/3B,$4
772,CaNtZ,38313,27770,sa3014516,"Zac Veen",COL,OF,$3
772,CaNtZ,45720,35041,sa3025245,"Jac Caglianone",KCR,1B/OF,$3
772,CaNtZ,45713,,sa3025154,"JJ Wetherholt","STL ST",2B/SS,$3
772,CaNtZ,44114,,sa3022703,"Zyhir Hope","LAD ST",OF,$2
772,CaNtZ,45721,,sa3025544,"Hagen Smith","CHW ST",SP,$2
772,CaNtZ,45739,,sa3038253,"Braden Montgomery","CHW ST",OF,$2
772,CaNtZ,45990,,sa3028930,"Jurrangelo Cijntje","STL ST",SP,$2
772,CaNtZ,29992,17780,sa656049,"Jose Alvarado",PHI,RP,$2
772,CaNtZ,36048,26548,sa3008765,"Luisangel Acuna",CHW,2B,$2
772,CaNtZ,23805,19363,sa874219,"Austin Hays",CHW,OF,$2
772,CaNtZ,18283,15507,sa737510,"Hunter Harvey",CHC,RP,$1
772,CaNtZ,19378,15734,sa737865,"Brad Keller",PHI,RP,$1
772,CaNtZ,19904,15541,sa739036,"Tyler Rogers",TOR,RP,$1
772,CaNtZ,15261,8700,sa277705,"Justin Verlander",DET,SP,$1
772,CaNtZ,41335,,sa3018584,"Josue Briceno","DET ST",C/1B,$1
772,CaNtZ,34389,23974,sa3006366,"Randy Rodriguez",SFG,RP,$1
772,CaNtZ,43911,33174,sa3022409,"Hunter Barco",PIT,SP/RP,$1
772,CaNtZ,42873,,sa3020949,"Noah Schultz","CHW ST",SP,$1
772,CaNtZ,42283,31661,sa3019988,"Jacob Melton",TBR,OF,$1
772,CaNtZ,34103,24094,sa3005835,"Ronny Henriquez",MIA,RP,$1
772,CaNtZ,18171,14078,sa621625,"Michael Wacha",KCR,SP,$1
948,"Cow Ripkens 🐄",37806,26289,sa3011484,"Gunnar Henderson",BAL,SS,$43
948,"Cow Ripkens 🐄",18122,12916,sa597754,"Francisco Lindor",NYM,SS,$38
948,"Cow Ripkens 🐄",36509,25976,sa3010694,"Riley Greene",DET,OF,$21
948,"Cow Ripkens 🐄",19328,15998,sa737794,"Cody Bellinger",NYY,OF,$21
948,"Cow Ripkens 🐄",18196,14107,sa548347,"Kevin Gausman",TOR,SP,$19
948,"Cow Ripkens 🐄",23840,19290,sa914549,"Randy Arozarena",SEA,OF,$18
948,"Cow Ripkens 🐄",33685,24617,sa3006786,"Jarren Duran",BOS,OF,$18
948,"Cow Ripkens 🐄",20975,20778,sa828749,"Cristopher Sanchez",PHI,SP,$17
948,"Cow Ripkens 🐄",22391,20503,sa872847,"William Contreras",MIL,C,$13
948,"Cow Ripkens 🐄",23741,19959,sa917981,"Jesus Luzardo",PHI,SP,$12
948,"Cow Ripkens 🐄",37841,26319,sa3011540,"Michael Busch",CHC,1B,$12
948,"Cow Ripkens 🐄",23788,19522,sa943754,"TJ Friedl",CIN,OF,$10
948,"Cow Ripkens 🐄",31741,18882,sa874181,"Brandon Lowe",PIT,2B,$10
948,"Cow Ripkens 🐄",33627,21479,sa3007867,"Nico Hoerner",CHC,2B,$10
948,"Cow Ripkens 🐄",40508,29794,sa3017342,"Kyle Manzardo",CLE,1B,$9
948,"Cow Ripkens 🐄",34804,20178,sa3006896,"Miguel Vargas",CHW,1B/3B,$8
948,"Cow Ripkens 🐄",37649,26221,sa3011244,"Ryan Pepiot",TBR,SP,$8
948,"Cow Ripkens 🐄",40972,30182,sa3018149,"Will Warren",NYY,SP,$8
948,"Cow Ripkens 🐄",40978,30134,sa3018170,"Tanner Bibee",CLE,SP,$7
948,"Cow Ripkens 🐄",21156,16442,sa829141,"Ryan O'Hearn",PIT,1B/OF,$7
948,"Cow Ripkens 🐄",19296,15711,sa737633,"Tyler O'Neill",BAL,OF,$7
948,"Cow Ripkens 🐄",40941,30122,sa3018106,"Gavin Williams",CLE,SP,$6
948,"Cow Ripkens 🐄",42146,31595,sa3019973,"Brooks Lee",MIN,2B/SS/3B,$6
948,"Cow Ripkens 🐄",22078,30115,sa869798,"Robert Suarez",ATL,RP,$6
948,"Cow Ripkens 🐄",36682,25977,sa3011297,"Quinn Priester",MIL,SP/RP,$6
948,"Cow Ripkens 🐄",40389,29715,sa3017173,"Hunter Goodman",COL,C,$5
948,"Cow Ripkens 🐄",37960,26396,sa3011703,"Josh Smith",TEX,1B/SS/3B/OF,$5
948,"Cow Ripkens 🐄",26154,22715,sa3003246,"Maikel Garcia",KCR,2B/SS/3B/OF,$5
948,"Cow Ripkens 🐄",18506,18314,sa659260,"Dansby Swanson",CHC,SS,$5
948,"Cow Ripkens 🐄",37826,26253,sa3011524,"Ryne Nelson",ARI,SP/RP,$4
948,"Cow Ripkens 🐄",40937,30184,sa3018097,"Noah Cameron",KCR,SP,$4
948,"Cow Ripkens 🐄",27148,23335,sa3005246,"Joey Cantillo",CLE,SP/RP,$3
948,"Cow Ripkens 🐄",40552,29839,sa3017416,"Emmet Sheehan",LAD,SP,$3
948,"Cow Ripkens 🐄",38409,27932,sa3014512,"Ian Seymour",TBR,SP/RP,$3
948,"Cow Ripkens 🐄",37239,25636,sa3010621,"Hunter Gaddis",CLE,RP,$2
948,"Cow Ripkens 🐄",23691,13799,sa658557,"Matt Strahm",KCR,RP,$2
948,"Cow Ripkens 🐄",22694,17606,sa874816,"Cristian Javier",HOU,SP,$1
948,"Cow Ripkens 🐄",38428,27494,sa3014536,"Clayton Beeter",WSN,RP,$1
948,"Cow Ripkens 🐄",37919,26260,sa3011652,"Drey Jameson",ARI,RP,$1
948,"Cow Ripkens 🐄",36738,25477,sa3009884,"Isaac Collins",KCR,OF,$1
990,"‼️ NEW ACHIEVEMENT ‼️",23682,19709,sa919910,"Fernando Tatis Jr.",SDP,OF,$54
990,"‼️ NEW ACHIEVEMENT ‼️",36668,25764,sa3011225,"Bobby Witt Jr.",KCR,SS,$51
990,"‼️ NEW ACHIEVEMENT ‼️",33625,23697,sa3005720,"Julio Rodriguez",SEA,OF,$41
990,"‼️ NEW ACHIEVEMENT ‼️",18164,13743,sa657860,"Max Fried",NYY,SP,$28
990,"‼️ NEW ACHIEVEMENT ‼️",18163,14161,sa657851,"Byron Buxton",MIN,OF,$23
990,"‼️ NEW ACHIEVEMENT ‼️",19168,18679,sa737343,"Freddy Peralta",NYM,SP,$22
990,"‼️ NEW ACHIEVEMENT ‼️",14294,10954,sa548447,"Jacob DeGrom",TEX,SP,$21
990,"‼️ NEW ACHIEVEMENT ‼️",18407,15986,sa736655,"Willy Adames",SFG,SS,$17
990,"‼️ NEW ACHIEVEMENT ‼️",22655,18839,sa874243,"Josh Naylor",SEA,1B,$14
990,"‼️ NEW ACHIEVEMENT ‼️",23834,22515,sa3004693,"Heliot Ramos",SFG,OF,$12
990,"‼️ NEW ACHIEVEMENT ‼️",31194,17277,sa659551,"Ranger Suarez",BOS,SP,$11
990,"‼️ NEW ACHIEVEMENT ‼️",44147,33390,sa3022757,"Bryce Eldridge",SFG,1B,$8
990,"‼️ NEW ACHIEVEMENT ‼️",33949,24816,sa3005625,"Andy Pages",LAD,OF,$7
990,"‼️ NEW ACHIEVEMENT ‼️",45714,35108,sa3025358,"Cam Smith",HOU,OF,$7
990,"‼️ NEW ACHIEVEMENT ‼️",20900,16609,sa828588,"Bryan Abreu",HOU,RP,$7
990,"‼️ NEW ACHIEVEMENT ‼️",42741,,sa3020707,"Robby Snelling","MIA ST",SP,$6
990,"‼️ NEW ACHIEVEMENT ‼️",38781,27914,sa3015122,"Daniel Palencia",CHC,RP,$6
990,"‼️ NEW ACHIEVEMENT ‼️",40861,30113,sa3017933,"Chad Patrick",MIL,SP,$6
990,"‼️ NEW ACHIEVEMENT ‼️",44534,33850,sa3023499,"Brandon Sproat",MIL,SP/RP,$5
990,"‼️ NEW ACHIEVEMENT ‼️",43589,32095,sa3021981,"Cam Schlittler",NYY,SP,$5
990,"‼️ NEW ACHIEVEMENT ‼️",23796,20437,sa3004259,"Royce Lewis",MIN,3B,$5
990,"‼️ NEW ACHIEVEMENT ‼️",18162,14221,sa658226,"Jorge Soler",LAA,OF,$4
990,"‼️ NEW ACHIEVEMENT ‼️",40155,30146,sa3018053,"Jack Leiter",TEX,SP,$3
990,"‼️ NEW ACHIEVEMENT ‼️",42592,31687,sa3020469,"Shane Smith",CHW,SP,$3
990,"‼️ NEW ACHIEVEMENT ‼️",31572,19901,sa829797,"Gavin Sheets",SDP,1B/OF,$3
990,"‼️ NEW ACHIEVEMENT ‼️",26292,23003,sa3003386,"Yainer Diaz",HOU,C,$3
990,"‼️ NEW ACHIEVEMENT ‼️",44248,,sa3022923,"Colt Emerson","SEA ST",SS,$2
990,"‼️ NEW ACHIEVEMENT ‼️",41180,,sa3018429,"Michael Arroyo","SEA ST",2B,$2
990,"‼️ NEW ACHIEVEMENT ‼️",38404,27479,sa3014506,"Masyn Winn",STL,SS,$2
990,"‼️ NEW ACHIEVEMENT ‼️",38317,27562,sa3014440,"Austin Wells",NYY,C,$2
990,"‼️ NEW ACHIEVEMENT ‼️",23752,19953,sa917926,"Josh Lowe",LAA,OF,$2
990,"‼️ NEW ACHIEVEMENT ‼️",46289,,sa3042374,"Mike Sirota","LAD A+",OF,$1
990,"‼️ NEW ACHIEVEMENT ‼️",45881,,sa3025360,"Kaelen Culpepper","MIN ST",SS,$1
990,"‼️ NEW ACHIEVEMENT ‼️",45708,34979,sa3025168,"Christian Moore",LAA,2B,$1
990,"‼️ NEW ACHIEVEMENT ‼️",33623,22263,sa3007017,"Nolan Gorman",STL,2B/3B,$1
990,"‼️ NEW ACHIEVEMENT ‼️",38334,27473,sa3014421,"Cade Cavalli",WSN,SP,$1
990,"‼️ NEW ACHIEVEMENT ‼️",40147,,sa3017022,"Joshua Baez","STL ST",OF,$1
990,"‼️ NEW ACHIEVEMENT ‼️",47548,,sa3026235,"Aiva Arquette","MIA A+",SS,$1
997,"Tabula Rasa 🪨",18549,19611,sa920245,"Vladimir Guerrero Jr.",TOR,1B,$48
997,"Tabula Rasa 🪨",18284,13510,sa598784,"José Ramírez",CLE,3B,$47
997,"Tabula Rasa 🪨",18546,18345,sa874240,"Kyle Tucker",LAD,OF,$44
